"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VX5RA5F4","conferencePaper","2022","Kumar, Pattiwar Shravan; Fatima, Nida; Saxena, Paresh","Performance analysis of Multipath Transport layer schedulers under 5G/B5G hybrid networks","2022 14th International Conference on COMmunication Systems & NETworkS (COMSNETS)","","","10.1109/COMSNETS53615.2022.9668483","","In this paper, we present a comprehensive analysis and comparison of several multipath schedulers under 5G/B5G hybrid networks. Specifically, we have developed a physical testbed and integrated nine different schedulers including schedulers from both multipath TCP (MPTCP) and multipath QUIC (MPQUIC) transport layer protocols. Our results present the systematic comparison of the schedulers under different packet loss ratio, bandwidth, delay, etc. Finally, we also present results to quantify the impact of bandwidth outages and fluctuations on the performance of the multipath transport layer schedulers. Additionally, we also present a systematic literature review (SLR) on multipath transport layer schedulers using preferred reporting items for systematic reviews and meta-analyses (PRISMA) guidelines to gather and analyse the information on the current state-of-the-art. One of the main contributions of the SLR is to broadly classify the research in the multipath transport domain into different categories and identify the key findings of the current published literature.","2022-01","2023-02-01 00:01:22","2023-02-01 00:01:22","","658-666","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2155-2509","","C:\Users\Admin\Zotero\storage\KH9TBE9V\9668483.html; C:\Users\Admin\Zotero\storage\D5TICRLW\Kumar et al. - 2022 - Performance analysis of Multipath Transport layer .pdf","","","Bandwidth; Protocols; QUIC; 5G/B5G Networks; Deep learning; Fluctuations; Multipath Networking; Packet loss; Reinforcement learning; Systematics; TCP; Transport Layer Protocols","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 14th International Conference on COMmunication Systems & NETworkS (COMSNETS)","","","","","","","","","","","","","","",""
"JBWMZMB2","conferencePaper","2022","Ahlgren, Bengt; Grinnemo, Karl-Johan","ZQTRTT: a multipath scheduler for heterogeneous traffic in ICNs based on zero queueing time ratio","Proceedings of the 9th ACM Conference on Information-Centric Networking","978-1-4503-9257-0","","10.1145/3517212.3558080","https://doi.org/10.1145/3517212.3558080","Information-centric networks (ICNs) intrinsically support multipath transfer and thus have been seen as an exciting paradigm for IoT and edge computing, not least in the context of 5G mobile networks. One key to ICN's success in these and other networks that have to support a diverse set of services over a heterogeneous network infrastructure is to schedule traffic over the available network paths efficiently. This paper presents and evaluates ZQTRTT, a multipath scheduling scheme for ICN that load balances bulk traffic over available network paths and schedules latency-sensitive, non-bulk traffic to reduce its transfer delay. A new metric called zero queueing time (ZQT) ratio estimates path load and is used to compute forwarding fractions for load balancing. In particular, the paper shows through a simulation campaign that ZQTRTT can accommodate the demands of both latency-sensitive and -insensitive traffic as well as evenly distribute traffic over available network paths.","2022-09-06","2023-02-01 11:59:40","2023-02-01 11:59:40","2023-02-01","1–10","","","","","","ZQTRTT","ICN '22","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","C:\Users\Admin\Zotero\storage\9R2EI3DV\Ahlgren and Grinnemo - 2022 - ZQTRTT a multipath scheduler for heterogeneous tr.pdf","","","ICN; low latency; multipath scheduling; zero queue time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YSE5NKJG","conferencePaper","2017","De Coninck, Quentin; Bonaventure, Olivier","Multipath QUIC: Design and Evaluation","Proceedings of the 13th International Conference on emerging Networking EXperiments and Technologies","978-1-4503-5422-6","","10.1145/3143361.3143370","https://dl.acm.org/doi/10.1145/3143361.3143370","Quick UDP Internet Connection (QUIC) is a recent protocol initiated by Google that combines the functions of HTTP/2, TLS, and TCP directly over UDP, with the goal to reduce the latency of client-server communication. It can replace the traditional HTTP/TLS/TCP stack and the IETF has chartered a working group to standardize it. QUIC encrypts all data and most protocol headers to prevent interferences from middleboxes.","2017-11-28","2023-02-05 13:36:28","2023-02-05 13:36:28","2023-02-05 13:36:28","160-166","","","","","","Multipath QUIC","","","","","ACM","Incheon Republic of Korea","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""8""><p>mininet</p> </div>","C:\Users\Admin\Zotero\storage\WGVG4XT6\De Coninck and Bonaventure - 2017 - Multipath QUIC Design and Evaluation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CoNEXT '17: The 13th International Conference on emerging Networking EXperiments and Technologies","","","","","","","","","","","","","","",""
"WWHU3ASH","preprint","2022","Wu, Jun; He, Jingrui","A Unified Meta-Learning Framework for Dynamic Transfer Learning","","","","10.48550/arXiv.2207.01784","http://arxiv.org/abs/2207.01784","Transfer learning refers to the transfer of knowledge or information from a relevant source task to a target task. However, most existing works assume both tasks are sampled from a stationary task distribution, thereby leading to the sub-optimal performance for dynamic tasks drawn from a non-stationary task distribution in real scenarios. To bridge this gap, in this paper, we study a more realistic and challenging transfer learning setting with dynamic tasks, i.e., source and target tasks are continuously evolving over time. We theoretically show that the expected error on the dynamic target task can be tightly bounded in terms of source knowledge and consecutive distribution discrepancy across tasks. This result motivates us to propose a generic meta-learning framework L2E for modeling the knowledge transferability on dynamic tasks. It is centered around a task-guided meta-learning problem with a group of meta-pairs of tasks, based on which we are able to learn the prior model initialization for fast adaptation on the newest target task. L2E enjoys the following properties: (1) effective knowledge transferability across dynamic tasks; (2) fast adaptation to the new target task; (3) mitigation of catastrophic forgetting on historical target tasks; and (4) flexibility in incorporating any existing static transfer learning algorithms. Extensive experiments on various image data sets demonstrate the effectiveness of the proposed L2E framework.","2022-07-04","2023-02-05 14:51:59","2023-02-05 14:51:59","2023-02-05 14:51:59","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2207.01784 [cs]","<div data-schema-version=""8""><p>RL algo with meta learning</p> <p></p> <p>same author, new model:</p> <p>“Dynamic transfer learning with progressive meta-task scheduler”</p> </div>","C:\Users\Admin\Zotero\storage\FALB7HHB\Wu and He - 2022 - A Unified Meta-Learning Framework for Dynamic Tran.pdf; C:\Users\Admin\Zotero\storage\24I34IBR\2207.html; ","https://github.com/jwu4sml/l2e","","Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2207.01784","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JBJ8DA93","journalArticle","2021","Huisman, Mike; van Rijn, Jan N.; Plaat, Aske","A survey of deep meta-learning","Artificial Intelligence Review","","1573-7462","10.1007/s10462-021-10004-4","https://doi.org/10.1007/s10462-021-10004-4","Deep neural networks can achieve great successes when presented with large data sets and sufficient computational resources. However, their ability to learn new concepts quickly is limited. Meta-learning is one approach to address this issue, by enabling the network to learn how to learn. The field of Deep Meta-Learning advances at great speed, but lacks a unified, in-depth overview of current techniques. With this work, we aim to bridge this gap. After providing the reader with a theoretical foundation, we investigate and summarize key methods, which are categorized into (i) metric-, (ii) model-, and (iii) optimization-based techniques. In addition, we identify the main open challenges, such as performance evaluations on heterogeneous benchmarks, and reduction of the computational costs of meta-learning.","2021-08-01","2023-02-07 20:37:52","2023-02-07 20:37:52","2023-02-07 20:37:52","4483-4541","","6","54","","Artif Intell Rev","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Admin\Zotero\storage\PVZV37XF\Huisman et al. - 2021 - A survey of deep meta-learning.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JENLFMHA","preprint","2020","Arnold, Sébastien M. R.; Mahajan, Praateek; Datta, Debajyoti; Bunner, Ian; Zarkias, Konstantinos Saitas","learn2learn: A Library for Meta-Learning Research","","","","10.48550/arXiv.2008.12284","http://arxiv.org/abs/2008.12284","Meta-learning researchers face two fundamental issues in their empirical work: prototyping and reproducibility. Researchers are prone to make mistakes when prototyping new algorithms and tasks because modern meta-learning methods rely on unconventional functionalities of machine learning frameworks. In turn, reproducing existing results becomes a tedious endeavour -- a situation exacerbated by the lack of standardized implementations and benchmarks. As a result, researchers spend inordinate amounts of time on implementing software rather than understanding and developing new ideas. This manuscript introduces learn2learn, a library for meta-learning research focused on solving those prototyping and reproducibility issues. learn2learn provides low-level routines common across a wide-range of meta-learning techniques (e.g. meta-descent, meta-reinforcement learning, few-shot learning), and builds standardized interfaces to algorithms and benchmarks on top of them. In releasing learn2learn under a free and open source license, we hope to foster a community around standardized software for meta-learning research.","2020-08-27","2023-02-08 10:58:25","2023-02-08 10:58:25","2023-02-08 10:58:25","","","","","","","learn2learn","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2008.12284 [cs, stat]","Comment: Software available at: https://github.com/learnables/learn2learn","C:\Users\Admin\Zotero\storage\4HBCJL62\Arnold et al. - 2020 - learn2learn A Library for Meta-Learning Research.pdf; C:\Users\Admin\Zotero\storage\R7T9RZTV\2008.html","","","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Robotics; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2008.12284","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9JX4T9E","conferencePaper","2019","Höchst, Jonas; Sterz, Artur; Frömmgen, Alexander; Stohr, Denny; Steinmetz, Ralf; Freisleben, Bernd","Learning Wi-Fi Connection Loss Predictions for Seamless Vertical Handovers Using Multipath TCP","2019 IEEE 44th Conference on Local Computer Networks (LCN)","","","10.1109/LCN44214.2019.8990753","http://arxiv.org/abs/1907.10493","We present a novel data-driven approach to perform smooth Wi-Fi/cellular handovers on smartphones. Our approach relies on data provided by multiple smartphone sensors (e.g., Wi-Fi RSSI, acceleration, compass, step counter, air pressure) to predict Wi-Fi connection loss and uses Multipath TCP to dynamically switch between different connectivity modes. We train a random forest classifier and an artificial neural network on real-world sensor data collected by five smartphone users over a period of three months. The trained models are executed on smartphones to reliably predict Wi-Fi connection loss 15 seconds ahead of time, with a precision of up to 0.97 and a recall of up to 0.98. Furthermore, we present results for four DASH video streaming experiments that run on a Nexus 5 smartphone using available Wi-Fi/cellular networks. The neural network predictions for Wi-Fi connection loss are used to establish MPTCP subflows on the cellular link. The experiments show that our approach provides seamless wireless connectivity, improves quality of experience of DASH video streaming, and requires less cellular data compared to handover approaches without Wi-Fi connection loss predictions.","2019-10","2023-02-08 11:01:57","2023-02-08 11:01:57","2023-02-08 11:01:57","18-25","","","","","","","","","","","","","","","","","","arXiv.org","","arXiv:1907.10493 [cs]","Comment: LCN 2019 Cam Ready Version","C:\Users\Admin\Zotero\storage\R4MQYA8Q\Höchst et al. - 2019 - Learning Wi-Fi Connection Loss Predictions for Sea.pdf; C:\Users\Admin\Zotero\storage\VE3ZSF7B\1907.html","","","Computer Science - Networking and Internet Architecture; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JI6C3X7S","preprint","2022","Lee, Hyun-Suk","System-Agnostic Meta-Learning for MDP-based Dynamic Scheduling via Descriptive Policy","","","","10.48550/arXiv.2201.07051","http://arxiv.org/abs/2201.07051","Dynamic scheduling is an important problem in applications from queuing to wireless networks. It addresses how to choose an item among multiple scheduling items in each timestep to achieve a long-term goal. Conventional approaches for dynamic scheduling find the optimal policy for a given specific system so that the policy from these approaches is usable only for the corresponding system characteristics. Hence, it is hard to use such approaches for a practical system in which system characteristics dynamically change. This paper proposes a novel policy structure for MDP-based dynamic scheduling, a descriptive policy, which has a system-agnostic capability to adapt to unseen system characteristics for an identical task (dynamic scheduling). To this end, the descriptive policy learns a system-agnostic scheduling principle--in a nutshell, ""which condition of items should have a higher priority in scheduling"". The scheduling principle can be applied to any system so that the descriptive policy learned in one system can be used for another system. Experiments with simple explanatory and realistic application scenarios demonstrate that it enables system-agnostic meta-learning with very little performance degradation compared with the system-specific conventional policies.","2022-01-24","2023-02-08 11:06:52","2023-02-08 11:06:52","2023-02-08 11:06:52","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2201.07051 [cs, stat]","<div data-schema-version=""8""><p>scheduling meta learning</p> <p></p> </div>","C:\Users\Admin\Zotero\storage\SHTCXJC7\Lee - 2022 - System-Agnostic Meta-Learning for MDP-based Dynami.pdf; C:\Users\Admin\Zotero\storage\KGEBA23D\2201.html","","","Computer Science - Machine Learning; Statistics - Machine Learning; Statistics - Applications","","","","","","","","","","","","","","","","","","","arXiv:2201.07051","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZKE6ZBPE","journalArticle","2020","Wu, Hongjia; Alay, Ozgu; Brunstrom, Anna; Ferlin-Reiter, Simone; Caso, Giuseppe","Peekaboo: Learning-Based Multipath Scheduling for Dynamic Heterogeneous Environments","IEEE Journal on Selected Areas in Communications","","","10.1109/JSAC.2020.3000365","","Multipath transport protocols utilize multiple network paths (e.g., WiFi and cellular) to achieve improved performance and reliability, compared with their single-path counterparts. The scheduler of a multipath transport protocol determines how to distribute the data packets onto different paths. However, the state-of-the-art multipath schedulers face the challenges when dealing with dynamic path behaviors (i.e., packet loss, fluctuation of delay) and heterogeneous path characteristics. In this paper, we propose Peekaboo, a multipath scheduler that is aware of the dynamic characteristics of the heterogeneous paths and learns the corresponding strategy for the current dynamicity level, from both deterministic and stochastic perspectives. We implement Peekaboo in Multipath QUIC (MPQUIC) and compare it with state-of-the-art multipath schedulers for a wide range of dynamicity levels, upon both emulated and real networks. Our results show that Peekaboo consistently outperforms the other schedulers, particularly in real network scenarios.","2020-03-19","2023-02-08 11:18:20","2023-02-08 11:18:20","","","","","PP","","IEEE Journal on Selected Areas in Communications","Peekaboo","","","","","","","","","","","","ResearchGate","","","","C:\Users\Admin\Zotero\storage\IBTZBQJM\Wu et al. - 2020 - Peekaboo Learning-Based Multipath Scheduling for .pdf; ","https://www.researchgate.net/publication/340033695_Peekaboo_Learning-Based_Multipath_Scheduling_for_Dynamic_Heterogeneous_Environments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4WMFU8TZ","journalArticle","2021","Chao, Luomeng; Wu, Celimuge; Yoshinaga, Tsutomu; Bao, Wugedele; Ji, Yusheng","A Brief Review of Multipath TCP for Vehicular Networks","Sensors","","1424-8220","10.3390/s21082793","https://www.mdpi.com/1424-8220/21/8/2793","Multipath TCP (MPTCP) is one of the most important extensions to TCP that enables the use of multiple paths in data transmissions for a TCP connection. In MPTCP, the end hosts transmit data across a number of TCP subflows simultaneously on one connection. MPTCP can sufficiently utilize the bandwidth resources to improve the transmission efficiency while providing TCP fairness to other TCP connections. Meanwhile, it also offers resilience due to multipath data transfers. MPTCP attracts tremendous attention from the academic and industry field due to the explosive data growth in recent times and limited network bandwidth for each single available communication interface. The vehicular Internet-of-Things systems, such as cooperative autonomous driving, require reliable high speed data transmission and robustness. MPTCP could be a promising approach to solve these challenges. In this paper, we first conduct a brief survey of existing MPTCP studies and give a brief overview to multipath routing. Then we discuss the significance technical challenges in applying MPTCP for vehicular networks and point out future research directions.","2021-01","2023-02-08 11:25:05","2023-02-08 11:25:05","2023-02-08 11:25:05","2793","","8","21","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 8 Publisher: Multidisciplinary Digital Publishing Institute","<div data-schema-version=""8""><p>review on deep learning problems</p> <p>Some issues should be further discussed in future work. First, AI-based congestion control algorithms need to be tested under real-world network scenarios to verify their effectiveness. Second, AI-based schedulers need to be further investigated to improve the efficiency of multipath congestion control by jointly utilizing a pre-trained model or proper mechanisms according to the scenarios. Third, it is also a promising approach to consider combining different congestion control methods that complement each other. Third, TCP-friendliness issues should be discussed more carefully in learning-based congestion control algorithms. Last but not the least, it is also important to discuss the energy efficiency problem of congestion control algorithms. We will introduce some energy efficient MPTCP variants in the next section.</p> </div>","C:\Users\Admin\Zotero\storage\HS75NFNL\Chao et al. - 2021 - A Brief Review of Multipath TCP for Vehicular Netw.pdf","","","MPTCP; multipath routing; vehicular networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y4BME9JB","webpage","","","Key Papers in Deep RL — Spinning Up documentation","","","","","https://spinningup.openai.com/en/latest/spinningup/keypapers.html#meta-rl","","","2023-02-08 12:09:11","2023-02-08 12:09:11","2023-02-08 12:09:11","","","","","","","","","","","","","","","","","","","","","","","C:\Users\Admin\Zotero\storage\4R8YI93V\keypapers.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NZV73FD5","journalArticle","2020","Liu, Xunyun; Buyya, Rajkumar","Resource Management and Scheduling in Distributed Stream Processing Systems: A Taxonomy, Review, and Future Directions","ACM Computing Surveys","","0360-0300","10.1145/3355399","https://doi.org/10.1145/3355399","Stream processing is an emerging paradigm to handle data streams upon arrival, powering latency-critical application such as fraud detection, algorithmic trading, and health surveillance. Though there are a variety of Distributed Stream Processing Systems (DSPSs) that facilitate the development of streaming applications, resource management and task scheduling is not automatically handled by the DSPS middleware and requires a laborious process to tune toward specific deployment targets. As the advent of cloud computing has supported renting resources on-demand, it is of great interest to review the research progress of hosting streaming systems in clouds under certain Service Level Agreements (SLA) and cost constraints. In this article, we introduce the hierarchical structure of streaming systems, define the scope of the resource management problem, and present a comprehensive taxonomy in this context covering critical research topics such as resource provisioning, operator parallelisation, and task scheduling. The literature is then reviewed following the taxonomy structure, facilitating a deeper understanding of the research landscape through classification and comparison of existing works. Finally, we discuss the open issues and future research directions toward realising an automatic, SLA-aware resource management framework.","2020-05-28","2023-02-08 12:27:17","2023-02-08 12:27:24","2023-02-08 12:27:17","50:1–50:41","","3","53","","ACM Comput. Surv.","Resource Management and Scheduling in Distributed Stream Processing Systems","","","","","","","","","","","","May 2021","","","","C:\Users\Admin\Zotero\storage\355G9N9Y\Liu and Buyya - 2020 - Resource Management and Scheduling in Distributed .pdf","","","distributed stream processing systems; Resource management; stream processing; task scheduling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XAMGQUI2","webpage","","","How speedy is SPDY?","","","","","http://wprof.cs.washington.edu/spdy/tool/","","","2023-02-13 11:42:28","2023-02-13 11:42:28","2023-02-13 11:42:28","","","","","","","","","","","","","","","","","","","","","","","C:\Users\Admin\Zotero\storage\MEU8QFL9\tool.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V2UQRN86","conferencePaper","2021","Zheng, Zhilong; Ma, Yunfei; Liu, Yanmei; Yang, Furong; Li, Zhenyu; Zhang, Yuanbo; Zhang, Jiuhai; Shi, Wei; Chen, Wentao; Li, Ding; An, Qing; Hong, Hai; Liu, Hongqiang Harry; Zhang, Ming","XLINK: QoE-driven multi-path QUIC transport in large-scale video services","Proceedings of the 2021 ACM SIGCOMM 2021 Conference","978-1-4503-8383-7","","10.1145/3452296.3472893","https://dl.acm.org/doi/10.1145/3452296.3472893","We report XLINK, a multi-path QUIC video transport solution with experiments in Taobao short videos. XLINK is designed to meet two operational challenges at the same time: (1) Optimized user-perceived quality of experience (QoE) in terms of robustness, smoothness, responsiveness, and mobility and (2) Minimized cost overhead for service providers (typically CDNs). The core of XLINK is to take the opportunity of QUIC as a user-space protocol and directly capture user-perceived video QoE intent to control multipath scheduling and management. We overcome major hurdles such as multi-path head-of-line blocking, network heterogeneity, and rapid link variations and balance cost and performance.","2021-08-09","2023-02-16 11:50:27","2023-02-16 11:50:27","2023-02-16 11:50:27","418-432","","","","","","XLINK","","","","","ACM","Virtual Event USA","en","","","","","DOI.org (Crossref)","","","<div data-schema-version=""8""><p>QoE streaming</p> <p>Acks contain: (1) the number of cached bytes (𝑐𝑎𝑐ℎ𝑒𝑑_𝑏𝑦𝑡𝑒𝑠), (2) the number cached of frames (𝑐𝑎𝑐ℎ𝑒𝑑_𝑓 𝑟𝑎𝑚𝑒𝑠), (3) the bitrate (𝑏𝑝𝑠), and (4) the framerate (𝑓 𝑝𝑠).</p> <p></p> </div>","C:\Users\Admin\Zotero\storage\XEGBES4C\Zheng et al. - 2021 - XLINK QoE-driven multi-path QUIC transport in lar.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SIGCOMM '21: ACM SIGCOMM 2021 Conference","","","","","","","","","","","","","","",""
"5C8ARB5K","conferencePaper","2020","Raca, Darijo; Leahy, Dylan; Sreenan, Cormac J.; Quinlan, Jason J.","Beyond throughput, the next generation: a 5G dataset with channel and context metrics","Proceedings of the 11th ACM Multimedia Systems Conference","978-1-4503-6845-2","","10.1145/3339825.3394938","https://doi.org/10.1145/3339825.3394938","In this paper, we present a 5G trace dataset collected from a major Irish mobile operator. The dataset is generated from two mobility patterns (static and car), and across two application patterns (video streaming and file download). The dataset is composed of client-side cellular key performance indicators (KPIs) comprised of channel-related metrics, context-related metrics, cell-related metrics and throughput information. These metrics are generated from a well-known non-rooted Android network monitoring application, G-NetTrack Pro. To the best of our knowledge, this is the first publicly available dataset that contains throughput, channel and context information for 5G networks. To supplement our real-time 5G production network dataset, we also provide a 5G large scale multi-cell ns-3 simulation framework. The availability of the 5G/mmwave module for the ns-3 mmwave network simulator provides an opportunity to improve our understanding of the dynamic reasoning for adaptive clients in 5G multi-cell wireless scenarios. The purpose of our framework is to provide additional information (such as competing metrics for users connected to the same cell), thus providing otherwise unavailable information about the base station (eNodeB or eNB) environment and scheduling principle, to end user. Our framework permits other researchers to investigate this interaction through the generation of their own synthetic datasets.","2020-05-27","2023-02-16 11:55:30","2023-02-16 11:55:30","2023-02-16","303–308","","","","","","Beyond throughput, the next generation","MMSys '20","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","; ; C:\Users\Admin\Zotero\storage\6KSYSUUZ\Raca et al. - 2020 - Beyond throughput, the next generation a 5G datas.pdf","https://www.kaggle.com/datasets/aeryss/lte-dataset; https://github.com/uccmisl/5Gdataset","","5G; adaptive video streaming; context information; dataset; mmwave; mobility; NR; throughput","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTBU463V","computerProgram","2023","Juluri, Parikshit","AStream: A rate adaptation model for DASH","","","","","https://github.com/pari685/AStream","A DASH segment size aware rate adaptation model for DASH","2023-02-15","2023-02-16 12:42:02","2023-02-16 12:42:06","2023-02-16 12:42:02","","","","","","","AStream","","","","","","","","MIT","","","","GitHub","","original-date: 2014-03-12T21:05:27Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JWUKMVS3","conferencePaper","2022","Tian, Han; Liao, Xudong; Zeng, Chaoliang; Zhang, Junxue; Chen, Kai","Spine: an efficient DRL-based congestion control with ultra-low overhead","Proceedings of the 18th International Conference on emerging Networking EXperiments and Technologies","978-1-4503-9508-3","","10.1145/3555050.3569125","https://dl.acm.org/doi/10.1145/3555050.3569125","Previous congestion control (CC) algorithms based on deep reinforcement learning (DRL) directly adjust flow sending rate to respond to dynamic bandwidth change, resulting in high inference overhead. Such overhead may consume considerable CPU resources and hurt the datapath performance. In this paper, we present Spine, a hierarchical congestion control algorithm that fully utilizes the performance gain from deep reinforcement learning but with ultralow overhead. At its heart, Spine decouples the congestion control task into two subtasks in different timescales and handles them with different components: i) a lightweight CC executor that performs fine-grained control responding to dynamic bandwidth changes, and ii) an RL agent that works at a coarse-grained level that generates control sub-policies for the CC executor. Such two-level control architecture can provide fine-grained DRL-based control with a low model inference overhead. Real-world experiments and emulations show that Spine achieves consistent high performance across various network conditions with an ultra-low control overhead reduced by at least 80% compared to its DRL-based counterparts, similar to classic CC schemes such as Cubic.","2022-11-30","2023-02-16 12:57:50","2023-02-16 12:57:50","2023-02-16 12:57:50","261-275","","","","","","Spine","","","","","ACM","Roma Italy","en","","","","","DOI.org (Crossref)","","","","C:\Users\Admin\Zotero\storage\SV5LCLCL\Tian et al. - 2022 - Spine an efficient DRL-based congestion control w.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CoNEXT '22: The 18th International Conference on emerging Networking EXperiments and Technologies","","","","","","","","","","","","","","",""
"PGHG3N49","conferencePaper","2021","Yang, Wang; Cao, Jing; Wu, Fan","Adaptive Video Streaming with Scalable Video Coding using Multipath QUIC","2021 IEEE International Performance, Computing, and Communications Conference (IPCCC)","","","10.1109/IPCCC51483.2021.9679445","","The multi-path protocol improves end-to-end throughput and becomes one of the solutions to improve video streaming Quality of Experience (QoE). Scalable Video Coding (SVC) encodes a video segment into multi-layer, and different layers can be transmitted on heterogeneous paths. SVC has great potential to make use of the multipath protocol. Meanwhile, multipath QUIC (MPQUIC) provides multiplexing and instant handshake compared with multipath transmission control protocol (MPTCP). Thus MPQUIC has great potential in Dynamic Adaptive Streaming over HTTP (DASH) with SVC. However, mismatches between streams with different priorities and paths, network congestion caused by the suddenly increased data traffic are new challenges of MPQUIC for DASH-SVC. Adaptive Stream-scheduler Multipath QUIC (ASMQ) framework is proposed to improve the user’s QoE in DASH-SVC, prioritizing the streams based on the DASH-SVC application information and evaluates the qualities of multipath. ASMQ schedule prioritized streams to the path with different qualities. In addition, the server-client feedback mechanism of ASMQ can adapt to network congestion conditions in real-time. Emulation with real network traces demonstrates that the ASMQ improves user’s QoE compared to MPTCP and traditional MPQUIC.","2021-10","2023-02-16 13:23:28","2023-02-16 13:23:28","","1-7","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2374-9628","<div data-schema-version=""8""><p>wifi and 4g traces</p> </div>","C:\Users\Admin\Zotero\storage\3LHAM8DJ\footnotes.html; C:\Users\Admin\Zotero\storage\BGKTMMCK\Yang et al. - 2021 - Adaptive Video Streaming with Scalable Video Codin.pdf","","","MPQUIC; Multiplexing; Protocols; Schedules; Prefetching; QoE; Static VAr compensators; Stream scheduler; Streaming media; Video coding; Video streaming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2021 IEEE International Performance, Computing, and Communications Conference (IPCCC)","","","","","","","","","","","","","","",""
"UD8382HK","computerProgram","2023","Yazdanpanah, Amin","📼 Python FFmpeg Video Streaming","","","","","https://github.com/aminyazdanpanah/python-ffmpeg-video-streaming","📼 Package media content for online streaming(DASH and HLS) using FFmpeg","2023-02-16","2023-02-16 14:21:10","2023-02-16 14:21:10","2023-02-16 14:21:10","","","","","","","","","","","","","","","MIT","","","","GitHub","","original-date: 2019-03-14T12:58:25Z","","","","","dash; dash-video; drm; dynamic-adaptive-streaming-http; ffmpeg; ffmpeg-dash; ffmpeg-hls; hls; hls-live-streaming; hls-video; http-live-streaming; microsoft-azure-storage; mpeg-dash; python; python-dash; python-ffmpeg; python-hls; python-video-streaming; video; video-streaming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Python","","","","","","","","",""
